id,name,city,address,phone,available_groups,google_maps_url,website,created_at,updated_at
bb-1785131407479-z62fq,W. Bro. V. Surendranath Reddy Memorial Trust (Masonic Blood Centre),Vellore,"Ground First Floor, Vellore",9003885503,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131408558-g8juw,Vellore Blood Centre,Vellore,"No.02, Ground Floor and First Floor, 17th East Cross Road, Gandhinagar, Katpadi, Vellore",9043326556,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131409746-m4gyn,"Government Hospital, Gudiyatham",Vellore,"54, Government Hospital Road, Pudupet, Gudiyatham, Vellore",9894309774,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785133522573-1zmui,Government District Headquarters Hospital Pollachi,Coimbatore,"NH 209, Udumalai Road, Pollachi",9942486422,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-3b2lt,Sheela Hospitals (P) Ltd.,Coimbatore,"No.46 East Power House Road, Coimbatore",9566633449,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-3cms5,Kongunadu Hospitals Blood Bank Pvt. Ltd.,Coimbatore,"No.336, 353, Dr. Rajendra Prasad Road (100 Feet Road), Coimbatore",9944412222,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-4w3c2,Government Coimbatore Medical College And Hospital,Coimbatore,"Trichy Road, Gopalapuram, Coimbatore",9940110231,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-6bv7i,Sri Ramakrishna Hospital Blood Centre,Coimbatore,"Avarampalayam Road, New Siddhapudhur, Coimbatore",9789408740,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-6u8id,Government Hospital Mettupalayam,Coimbatore,"120, Coimbatore-Ooty-Gundlupet Highway, Mahadevapuram, Mettupalayam",9500602811,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-6uhh7,Lions District B Blood Bank,Coimbatore,"Old No.472/1, New No.30, Ground First Floor, Ponnay Street, Coimbatore",9843053255,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-6vv4l,Government Vellore Medical College And Hospital,Vellore,"Arni Road/Arani Road, Opposite Staff Quarters, Adukkamparai, Vellore",8838481394,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-7w7do,Covai Regional Blood Centre,Coimbatore,"No.109, Swathi Courts, First Floor, Kattoor Street, Pappanaicken Palayam, Coimbatore",8838607155,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-8ch09,Sree Abirami Hospital (P) Ltd.,Coimbatore,"33, Madukkarai Road, Sundarapuram, Coimbatore",9894081258,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-8h816,The Coimbatore Biomedical Services Blood Centre,Coimbatore,"174 Bhasyakarulu Road, Opp Maruthi Theatre/Ideal Store, R.S. Puram North, Coimbatore - 641002",7708670889,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-8ku4f,Preethi Hospitals Private Limited,Madurai,"No.50, Lower Basement Floor, Melur Main Road, Uthangudi, Madurai",9791451961,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-8s962,Vadamalayan Blood Centre,Madurai,"Vadamalayan Hospital, No.9B, PT Rajan Road, Chokkikulam, Madurai",9344156796,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-9jo35,Thai Moogambigai Blood Centre And Clinical Laboratory,Madurai,"No.3 Ground Floor (Northern Side), Javahar Cross St, Gandhi Nagar, Madurai",,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-9yiiq,VGM Blood Centre,Coimbatore,"5th Floor, South Portion, VGM Hospital Building, No.2100, Trichy Road, Singanallur, Coimbatore",8870404995,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-aaivu,Royal Blood Centre (Run by Royal Medical Trust),Chennai,"No.40/2, 197 PWD Office Road, Peria Nadar Street, Nagerkoil, Kanyakumari",,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-asn82,Siventhi Blood Centre (Siventhi Medical Trust),Chennai,"1/1-344-A, M.S. Road, Nagarkovil, Kanyakumari",9842935275,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-c751q,Sri Meenakshi Blood Centre Madurai,Madurai,"No.18, First Floor, Vaidhyanatha Iyer Street, Shenoy Nagar, Madurai",9380015151,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-ea62f,Dr. Jayasekaran Medical Trust And Nursing Home,Chennai,"No.253, G.K.P. Road, Nagercoil, Kanyakumari",7042083181,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-f30mb,Jeevan Blood Centre Coimbatore,Coimbatore,"No.522/3, 523/3, Hindusthan Hospital, 2nd Floor, Navaindia Road, Udaiyampalayam, Coimbatore",,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-f6rga,Swami Vivekananda Blood Centre,Coimbatore,"94, 1st Floor, Dr. S.G. Rajarathinam Hospital, Vivekananda Road, Ramnagar, Coimbatore",8960886655,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-foi56,Ganga Medical Centre and Hospitals Private Ltd Blood Centre,Coimbatore,"313, Mettupalayam Road, Coimbatore",7845002809,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-frwpm,Government ESI Hospital Coimbatore,Coimbatore,"ESI Hospital, Coimbatore",959713706,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-g4lgf,Royal Care Super Speciality Hospital Limited,Coimbatore,"S.F. No.554/3, Second Floor North Wing, LT Road, Neelambur, Coimbatore",9843017817,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-ga3bz,Blood Centre Mmhrc,Madurai,"Lake Area, Melur Road, Madurai",9842130074,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-gxgst,IMA Rotary Masonic Midtown Mahaveer Blood Centre,Coimbatore,"92, Syrian Church Road, 1st Floor, Coimbatore",9042213322,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-hxstv,Christian Medical College Hospital (CMC Vellore),Vellore,"Department of Transfusion Medicine, IDA Scudder Road, CMC Vellore",4162282641,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-i20oy,Dana Red Cross Blood Centre,Coimbatore,"SF No.537/1, D.No. 65/4, Mettupalayam Road, Kovundampalayam, Coimbatore",,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-ieh0i,Lords Blood Centre (Run by Lucphil Medical Educational and Charitable Trust),Chennai,"17-149B, First Floor, Aloor Road, Chunkankadai, Nagercoil, Kanyakumari",9894476132,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-ijsp6,Sivan Blood Centre (Lakshmiammal Memorial Trust),Madurai,"278, 1st East Main Road, Arignar Anna Nagar, Madurai",9865199411,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-j845x,Marthandam Voluntary Blood Centre,Chennai,"2/64, AIFB Hospital Building, Junction Main Road, Marthandam, Kanyakumari",9787134481,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-jsir8,Sri Narayani Hospital And Research Centre,Vellore,"Tirumalaikodi, Vellore",9751759989,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-kv597,Kanyakumari Medical Mission Research Centre and Hospitals (Run by St. Alphonsa Trust),Chennai,"No.7/1081, Ground Floor, St. Devasahayam Nagar, Muttom, Nagercoil, Kanyakumari",,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-l0bbu,Ramana Gounder Medical Trust Blood Centre,Coimbatore,"Mettupalayam Road, S.F.No.47 & 48, Thudaiyalur, Coimbatore",9894264248,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-lrwe5,Velammal Blood Centre,Madurai,"Velammal Village, Madurai-Tuticorin Ring Road, Anuppanadi, Madurai",4527113631,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-m5yxv,PSG Hospitals,Coimbatore,"PSG Hospitals, Avinashi Road, Peelamedu, Coimbatore",9843909633,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-mw7jp,Kanyakumari Medical Mission C.S.I Hospital,Chennai,"Neyyoor, Kanyakumari",9442760606,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-n27a0,Apollo Specialty Hospital Blood Centre Madurai,Madurai,"No.14 Deputy Collectors Colony, Lake View Road, K.K. Nagar, Madurai",9944696707,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-ncjpf,Kovai Medical Centre And Hospital Blood Centre,Coimbatore,"99, Avinashi Road, Coimbatore",4224324817,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-pbp1j,Meenakshi Mission Hospital And Research Centre,Madurai,"5th Floor, Annex Building, Lake Area, Melur Road, Madurai",9842130074,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-qfo8d,Shanthi Blood Centre Madurai,Madurai,"No.9, First and Second Floor, State Bank Colony, Royal Street, 70 Feet Ellis Nagar Road, Madurai",,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-qh3pq,Government Rajaji Hospital,Madurai,"Panagal Rd, Alwarpuram, Madurai",9894810331,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-rwrgx,Abirami Blood Centre,Madurai,"46C/2, North East, Ground Floor, Kokkalappi, Theni Main Road, Near VVM Marriage Hall, Virattipattu, Madurai",8838191520,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-sz915,"Government Head Quarters Hospital, Usilampatti",Madurai,"Government Head Quarters Hospital, Usilampatti, Madurai",8300060075,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-t021f,Ms. Madurai Voluntary Blood Bank And Research Centre,Madurai,"42, Ground Floor, Kakkan Street, Shenoy Nagar, Madurai - 625020",7402323111,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-tc30b,"Government Head Quarters Hospital, Padmanabhapuram",Chennai,"NH 66, Thuckalay, Padmanabhapuram, Kanyakumari",9443422487,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-td5w8,Kumaran Medical Center Blood Bank,Coimbatore,"499/500, Sathy Road, Near Saravanampatti, Ganapathy, Coimbatore",9965566630,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-twihl,Shanthi Social Services Diagnostic Centre,Coimbatore,"F No.128/2 (2249), Trichy Road, Singanallur, Coimbatore Dist.",8903420433,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-umchn,KR Blood Centre,Coimbatore,"93F, Ground Floor, Mettupalayam Road, Periyanaickenpalayam, Coimbatore",8903232200,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-upuul,Sree Mookambika Institute Medical Science Blood Centre,Chennai,"14-9C 15, 1st Floor, Medical College Hospital Building, Kulasekaram, Kanyakumari",9443131211,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-vqroz,W. Bro. V. Surendranath Reddy Memorial Trust (Masonic Blood Centre),Vellore,"Ground First Floor, Vellore",9003885503,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-wmjcg,"K. Govindasamy Naidu Memorial Trust, KG Hospital",Coimbatore,"No.5, Arts College Road, Coimbatore District",9344921138,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-wqm48,Naruvi Hospitals Blood Bank,Vellore,"Collector Office Road, Chennai-Bangalore National Highway, Vellore",8754047780,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-xam21,Vivek Blood Centre,Chennai,"No.253, K/1B, K.P. Road, Nagercoil, Kanyakumari",9843133308,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-z5fmh,Government Medical College Hospital Kanyakumari,Chennai,"Kanyakumari Government Medical College Hospital, Asaripallam, Administrative Block, Nagercoil, Kanyakumari",04652 23694,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522573-znrrp,Madhura Blood Centre,Madurai,"51 A, Harvey Nagar Main Road, Arasaradi, Madurai",9894668215,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522574-0odh5,"Government Hospital, Gudiyatham",Vellore,"54, Government Hospital Road, Pudupet, Gudiyatham, Vellore",9894309774,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1785133522574-qbdov,Vellore Blood Centre,Vellore,"No.02, Ground Floor and First Floor, 17th East Cross Road, Gandhinagar, Katpadi, Vellore",9043326556,,,,2026-07-27T06:25:22.573Z,2026-07-27T06:25:22.573Z
bb-1786603637038-01k4y,"Government Head Quarters Hospital, Usilampatti",Madurai,"Government Head Quarters Hospital, Usilampatti, Madurai",8300060075,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-0bb53,Sri Narayani Hospital And Research Centre,Vellore,"Tirumalaikodi, Vellore",9751759989,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-1hicl,The Coimbatore Biomedical Services Blood Centre,Coimbatore,"174 Bhasyakarulu Road, Opp Maruthi Theatre/Ideal Store, R.S. Puram North, Coimbatore - 641002",7708670889,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-1j9le,Government Vellore Medical College And Hospital,Vellore,"Arni Road/Arani Road, Opposite Staff Quarters, Adukkamparai, Vellore",8838481394,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-28k7l,Kumaran Medical Center Blood Bank,Coimbatore,"499/500, Sathy Road, Near Saravanampatti, Ganapathy, Coimbatore",9965566630,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-2hgut,Ms. Madurai Voluntary Blood Bank And Research Centre,Madurai,"42, Ground Floor, Kakkan Street, Shenoy Nagar, Madurai - 625020",7402323111,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-2rgaf,Dr. Jayasekaran Medical Trust And Nursing Home,Chennai,"No.253, G.K.P. Road, Nagercoil, Kanyakumari",7042083181,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-3ueb7,Covai Regional Blood Centre,Coimbatore,"No.109, Swathi Courts, First Floor, Kattoor Street, Pappanaicken Palayam, Coimbatore",8838607155,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-44ifi,Preethi Hospitals Private Limited,Madurai,"No.50, Lower Basement Floor, Melur Main Road, Uthangudi, Madurai",9791451961,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-4rgk3,VGM Blood Centre,Coimbatore,"5th Floor, South Portion, VGM Hospital Building, No.2100, Trichy Road, Singanallur, Coimbatore",8870404995,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-67ts5,Blood Centre Mmhrc,Madurai,"Lake Area, Melur Road, Madurai",9842130074,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-6a2jl,Siventhi Blood Centre (Siventhi Medical Trust),Chennai,"1/1-344-A, M.S. Road, Nagarkovil, Kanyakumari",9842935275,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-72g38,Thai Moogambigai Blood Centre And Clinical Laboratory,Madurai,"No.3 Ground Floor (Northern Side), Javahar Cross St, Gandhi Nagar, Madurai",,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-7bbfa,Sivan Blood Centre (Lakshmiammal Memorial Trust),Madurai,"278, 1st East Main Road, Arignar Anna Nagar, Madurai",9865199411,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-7v7ze,W. Bro. V. Surendranath Reddy Memorial Trust (Masonic Blood Centre),Vellore,"Ground First Floor, Vellore",9003885503,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-8735j,Christian Medical College Hospital (CMC Vellore),Vellore,"Department of Transfusion Medicine, IDA Scudder Road, CMC Vellore",4162282641,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-8hv7g,Jeevan Blood Centre Coimbatore,Coimbatore,"No.522/3, 523/3, Hindusthan Hospital, 2nd Floor, Navaindia Road, Udaiyampalayam, Coimbatore",,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-9eedv,Kanyakumari Medical Mission Research Centre and Hospitals (Run by St. Alphonsa Trust),Chennai,"No.7/1081, Ground Floor, St. Devasahayam Nagar, Muttom, Nagercoil, Kanyakumari",,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-9ovnw,Lords Blood Centre (Run by Lucphil Medical Educational and Charitable Trust),Chennai,"17-149B, First Floor, Aloor Road, Chunkankadai, Nagercoil, Kanyakumari",9894476132,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-a2nro,Sri Ramakrishna Hospital Blood Centre,Coimbatore,"Avarampalayam Road, New Siddhapudhur, Coimbatore",9789408740,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-a93tb,Kovai Medical Centre And Hospital Blood Centre,Coimbatore,"99, Avinashi Road, Coimbatore",4224324817,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-bk2w6,Marthandam Voluntary Blood Centre,Chennai,"2/64, AIFB Hospital Building, Junction Main Road, Marthandam, Kanyakumari",9787134481,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-bq0u8,Shanthi Social Services Diagnostic Centre,Coimbatore,"F No.128/2 (2249), Trichy Road, Singanallur, Coimbatore Dist.",8903420433,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-d32ir,Sheela Hospitals (P) Ltd.,Coimbatore,"No.46 East Power House Road, Coimbatore",9566633449,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-dzm6y,Royal Care Super Speciality Hospital Limited,Coimbatore,"S.F. No.554/3, Second Floor North Wing, LT Road, Neelambur, Coimbatore",9843017817,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-fc54e,Abirami Blood Centre,Madurai,"46C/2, North East, Ground Floor, Kokkalappi, Theni Main Road, Near VVM Marriage Hall, Virattipattu, Madurai",8838191520,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-h9lyd,"Government Head Quarters Hospital, Padmanabhapuram",Chennai,"NH 66, Thuckalay, Padmanabhapuram, Kanyakumari",9443422487,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-hqrul,Ganga Medical Centre and Hospitals Private Ltd Blood Centre,Coimbatore,"313, Mettupalayam Road, Coimbatore",7845002809,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-ieuov,Velammal Blood Centre,Madurai,"Velammal Village, Madurai-Tuticorin Ring Road, Anuppanadi, Madurai",4527113631,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-ipqvf,Apollo Specialty Hospital Blood Centre Madurai,Madurai,"No.14 Deputy Collectors Colony, Lake View Road, K.K. Nagar, Madurai",9944696707,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-jgnt3,Sree Mookambika Institute Medical Science Blood Centre,Chennai,"14-9C 15, 1st Floor, Medical College Hospital Building, Kulasekaram, Kanyakumari",9443131211,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-jrz5w,Swami Vivekananda Blood Centre,Coimbatore,"94, 1st Floor, Dr. S.G. Rajarathinam Hospital, Vivekananda Road, Ramnagar, Coimbatore",8960886655,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-jvu0g,PSG Hospitals,Coimbatore,"PSG Hospitals, Avinashi Road, Peelamedu, Coimbatore",9843909633,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-jzs0n,Government Hospital Mettupalayam,Coimbatore,"120, Coimbatore-Ooty-Gundlupet Highway, Mahadevapuram, Mettupalayam",9500602811,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-k41d0,Kanyakumari Medical Mission C.S.I Hospital,Chennai,"Neyyoor, Kanyakumari",9442760606,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-kjy0i,Lions District B Blood Bank,Coimbatore,"Old No.472/1, New No.30, Ground First Floor, Ponnay Street, Coimbatore",9843053255,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-mhp5s,"K. Govindasamy Naidu Memorial Trust, KG Hospital",Coimbatore,"No.5, Arts College Road, Coimbatore District",9344921138,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-mj2h3,Government Medical College Hospital Kanyakumari,Chennai,"Kanyakumari Government Medical College Hospital, Asaripallam, Administrative Block, Nagercoil, Kanyakumari",04652 23694,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-n185x,Ramana Gounder Medical Trust Blood Centre,Coimbatore,"Mettupalayam Road, S.F.No.47 & 48, Thudaiyalur, Coimbatore",9894264248,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-o2025,"Government Hospital, Gudiyatham",Vellore,"54, Government Hospital Road, Pudupet, Gudiyatham, Vellore",9894309774,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-okg7s,Government Rajaji Hospital,Madurai,"Panagal Rd, Alwarpuram, Madurai",9894810331,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-orle1,Sri Meenakshi Blood Centre Madurai,Madurai,"No.18, First Floor, Vaidhyanatha Iyer Street, Shenoy Nagar, Madurai",9380015151,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-plylj,Dana Red Cross Blood Centre,Coimbatore,"SF No.537/1, D.No. 65/4, Mettupalayam Road, Kovundampalayam, Coimbatore",,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-prmij,Royal Blood Centre (Run by Royal Medical Trust),Chennai,"No.40/2, 197 PWD Office Road, Peria Nadar Street, Nagerkoil, Kanyakumari",,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-q4dw7,Vadamalayan Blood Centre,Madurai,"Vadamalayan Hospital, No.9B, PT Rajan Road, Chokkikulam, Madurai",9344156796,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-qk56x,KR Blood Centre,Coimbatore,"93F, Ground Floor, Mettupalayam Road, Periyanaickenpalayam, Coimbatore",8903232200,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-r85kb,Vivek Blood Centre,Chennai,"No.253, K/1B, K.P. Road, Nagercoil, Kanyakumari",9843133308,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-rc0y4,Government District Headquarters Hospital Pollachi,Coimbatore,"NH 209, Udumalai Road, Pollachi",9942486422,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-rv96o,Government Coimbatore Medical College And Hospital,Coimbatore,"Trichy Road, Gopalapuram, Coimbatore",9940110231,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-sm61t,Meenakshi Mission Hospital And Research Centre,Madurai,"5th Floor, Annex Building, Lake Area, Melur Road, Madurai",9842130074,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-ssqiq,IMA Rotary Masonic Midtown Mahaveer Blood Centre,Coimbatore,"92, Syrian Church Road, 1st Floor, Coimbatore",9042213322,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-uakmb,Sree Abirami Hospital (P) Ltd.,Coimbatore,"33, Madukkarai Road, Sundarapuram, Coimbatore",9894081258,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-ukdtb,Shanthi Blood Centre Madurai,Madurai,"No.9, First and Second Floor, State Bank Colony, Royal Street, 70 Feet Ellis Nagar Road, Madurai",,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-vupq0,Government ESI Hospital Coimbatore,Coimbatore,"ESI Hospital, Coimbatore",959713706,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-wpggd,Madhura Blood Centre,Madurai,"51 A, Harvey Nagar Main Road, Arasaradi, Madurai",9894668215,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-x7610,Naruvi Hospitals Blood Bank,Vellore,"Collector Office Road, Chennai-Bangalore National Highway, Vellore",8754047780,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-z4cj2,Vellore Blood Centre,Vellore,"No.02, Ground Floor and First Floor, 17th East Cross Road, Gandhinagar, Katpadi, Vellore",9043326556,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1786603637038-zy44d,Kongunadu Hospitals Blood Bank Pvt. Ltd.,Coimbatore,"No.336, 353, Dr. Rajendra Prasad Road (100 Feet Road), Coimbatore",9944412222,,,,2026-08-13T06:47:17.038Z,2026-08-13T06:47:17.038Z
bb-1787033499596-19-7t6a,Abirami Emergency Services,Coimbatore,"24/7 ambulance with defibrillators and transport ventilators, trained paramedics",+91-422-2466666,,,,2026-08-18T06:11:39.596Z,2026-08-18T06:11:39.596Z
